Time,PID, CPU Usage (%), CPU Temperature (ºC),CPU Frequency (MHz)
1700479964, 0,28.9855, -1, -1
1700479967, 0,18.628, -1, -1
1700479969, 0,16.866, -1, -1
1700479971, 0,19.3841, -1, -1
1700479973, 0,22.561, -1, -1
1700479975, 0,26.1078, -1, -1
